,medal_type,participant_type,athlete_country,host_country,game_year
4783,gold,Athlete,russian federation,united states,1996
4784,silver,Athlete,australia,united states,1996
4785,bronze,Athlete,russian federation,united states,1996
4786,gold,Athlete,russian federation,united states,1996
4787,silver,Athlete,united states of america,united states,1996
4788,bronze,Athlete,australia,united states,1996
4789,gold,Athlete,united states of america,united states,1996
4790,silver,Athlete,people's republic of china,united states,1996
4791,bronze,Athlete,united states of america,united states,1996
4792,gold,Athlete,hungary,united states,1996
4793,silver,Athlete,united states of america,united states,1996
4794,bronze,Athlete,germany,united states,1996
4795,gold,Athlete,people's republic of china,united states,1996
4796,silver,Athlete,germany,united states,1996
4797,bronze,Athlete,united states of america,united states,1996
4798,gold,Athlete,australia,united states,1996
4799,silver,Athlete,australia,united states,1996
4800,bronze,Athlete,ireland,united states,1996
4801,gold,Athlete,new zealand,united states,1996
4802,silver,Athlete,great britain,united states,1996
4803,bronze,Athlete,australia,united states,1996
4804,gold,Athlete,belgium,united states,1996
4805,silver,Athlete,united states of america,united states,1996
4806,bronze,Athlete,germany,united states,1996
4807,gold,Athlete,hungary,united states,1996
4808,silver,Athlete,hungary,united states,1996
4809,bronze,Athlete,russian federation,united states,1996
4810,gold,Athlete,south africa,united states,1996
4811,silver,Athlete,united states of america,united states,1996
4812,bronze,Athlete,australia,united states,1996
4813,gold,Athlete,costa rica,united states,1996
4814,silver,Athlete,germany,united states,1996
4815,bronze,Athlete,germany,united states,1996
4816,gold,Athlete,ireland,united states,1996
4817,silver,Athlete,canada,united states,1996
4818,bronze,Athlete,people's republic of china,united states,1996
4819,gold,Athlete,united states of america,united states,1996
4820,silver,Athlete,united states of america,united states,1996
4821,bronze,Athlete,south africa,united states,1996
4822,gold,Athlete,united states of america,united states,1996
4823,silver,Athlete,people's republic of china,united states,1996
4824,bronze,Athlete,germany,united states,1996
4825,gold,Athlete,australia,united states,1996
4826,silver,Athlete,australia,united states,1996
4827,bronze,Athlete,great britain,united states,1996
4828,gold,Athlete,united states of america,united states,1996
4829,silver,Athlete,germany,united states,1996
4830,bronze,Athlete,netherlands,united states,1996
4831,gold,Athlete,russian federation,united states,1996
4832,silver,Athlete,united states of america,united states,1996
4833,bronze,Athlete,brazil,united states,1996
4834,gold,Athlete,ireland,united states,1996
4835,silver,Athlete,germany,united states,1996
4836,bronze,Athlete,netherlands,united states,1996
4837,gold,Athlete,germany,united states,1996
4838,silver,Athlete,kazakhstan,united states,1996
4839,bronze,Athlete,slovakia,united states,1996
4840,gold,Athlete,russian federation,united states,1996
4841,silver,Athlete,belarus,united states,1996
4842,bronze,Athlete,italy,united states,1996
4843,gold,Athlete,australia,united states,1996
4844,silver,Athlete,united states of america,united states,1996
4845,bronze,Athlete,united states of america,united states,1996
4846,gold,Athlete,russian federation,united states,1996
4847,silver,Athlete,austria,united states,1996
4848,bronze,Athlete,france,united states,1996
4849,gold,Athlete,italy,united states,1996
4850,silver,Athlete,people's republic of china,united states,1996
4851,bronze,Athlete,bulgaria,united states,1996
4852,gold,Athlete,people's republic of china,united states,1996
4853,silver,Athlete,people's republic of china,united states,1996
4854,bronze,Athlete,czech republic,united states,1996
4855,gold,Athlete,italy,united states,1996
4856,silver,Athlete,poland,united states,1996
4857,bronze,Athlete,italy,united states,1996
4858,gold,Athlete,russian federation,united states,1996
4859,silver,Athlete,russian federation,united states,1996
4860,bronze,Athlete,bulgaria,united states,1996
4861,gold,Athlete,germany,united states,1996
4862,silver,Athlete,bulgaria,united states,1996
4863,bronze,Athlete,kazakhstan,united states,1996
4864,gold,Athlete,serbia and montenegro,united states,1996
4865,silver,Athlete,russian federation,united states,1996
4866,bronze,Athlete,poland,united states,1996
4867,gold,Athlete,australia,united states,1996
4868,silver,Athlete,italy,united states,1996
4869,bronze,Athlete,people's republic of china,united states,1996
4870,gold,Athlete,people's republic of china,united states,1996
4871,silver,Athlete,bulgaria,united states,1996
4872,bronze,Athlete,russian federation,united states,1996
4873,gold,Athlete,poland,united states,1996
4874,silver,Athlete,germany,united states,1996
4875,bronze,Athlete,serbia and montenegro,united states,1996
4876,gold,Athlete,france,united states,1996
4877,silver,Athlete,kazakhstan,united states,1996
4878,bronze,Athlete,austria,united states,1996
4879,gold,Athlete,united states of america,united states,1996
4880,silver,Athlete,germany,united states,1996
4881,bronze,Athlete,australia,united states,1996
4882,gold,Athlete,germany,united states,1996
4883,silver,Athlete,switzerland,united states,1996
4884,bronze,Athlete,france,united states,1996
4885,gold,Athlete,united states of america,united states,1996
4886,silver,Athlete,spain,united states,1996
4887,bronze,Athlete,czech republic,united states,1996
4888,gold,Athlete,united states of america,united states,1996
4889,silver,Athlete,spain,united states,1996
4890,bronze,Athlete,india,united states,1996
4891,gold,Athlete,germany,united states,1996
4892,silver,Athlete,netherlands,united states,1996
4893,bronze,Athlete,netherlands,united states,1996
4894,gold,Athlete,ukraine,united states,1996
4895,silver,Athlete,russian federation,united states,1996
4896,bronze,Athlete,ukraine,united states,1996
4897,gold,Athlete,russian federation,united states,1996
4898,silver,Athlete,cuba,united states,1996
4899,bronze,Athlete,romania,united states,1996
4900,bronze,Athlete,puerto rico,united states,1996
4901,gold,Athlete,cuba,united states,1996
4902,silver,Athlete,kazakhstan,united states,1996
4903,bronze,Athlete,russian federation,united states,1996
4904,bronze,Athlete,germany,united states,1996
4905,gold,Athlete,algeria,united states,1996
4906,silver,Athlete,bulgaria,united states,1996
4907,bronze,Athlete,united states of america,united states,1996
4908,bronze,Athlete,romania,united states,1996
4909,gold,Athlete,ukraine,united states,1996
4910,silver,Athlete,tonga,united states,1996
4911,bronze,Athlete,russian federation,united states,1996
4912,bronze,Athlete,nigeria,united states,1996
4913,gold,Athlete,cuba,united states,1996
4914,silver,Athlete,canada,united states,1996
4915,bronze,Athlete,united states of america,united states,1996
4916,bronze,Athlete,germany,united states,1996
4917,gold,Athlete,cuba,united states,1996
4918,silver,Athlete,germany,united states,1996
4919,bronze,Athlete,kazakhstan,united states,1996
4920,bronze,Athlete,tunisia,united states,1996
4921,gold,Athlete,hungary,united states,1996
4922,silver,Athlete,cuba,united states,1996
4923,bronze,Athlete,russian federation,united states,1996
4924,bronze,Athlete,thailand,united states,1996
4925,gold,Athlete,united states of america,united states,1996
4926,silver,Athlete,cuba,united states,1996
4927,bronze,Athlete,uzbekistan,united states,1996
4928,bronze,Athlete,kazakhstan,united states,1996
4929,gold,Athlete,kazakhstan,united states,1996
4930,silver,Athlete,republic of korea,united states,1996
4931,bronze,Athlete,united states of america,united states,1996
4932,bronze,Athlete,germany,united states,1996
4933,gold,Athlete,thailand,united states,1996
4934,silver,Athlete,bulgaria,united states,1996
4935,bronze,Athlete,argentina,united states,1996
4936,bronze,Athlete,united states of america,united states,1996
4937,gold,Athlete,bulgaria,united states,1996
4938,silver,Athlete,philippines,united states,1996
4939,bronze,Athlete,ukraine,united states,1996
4940,bronze,Athlete,spain,united states,1996
4941,gold,Athlete,cuba,united states,1996
4942,silver,Athlete,turkey,united states,1996
4943,bronze,Athlete,algeria,united states,1996
4944,bronze,Athlete,united states of america,united states,1996
4945,gold,Athlete,new zealand,united states,1996
4946,silver,Athlete,new zealand,united states,1996
4947,bronze,Athlete,united states of america,united states,1996
4948,gold,Athlete,people's republic of china,united states,1996
4949,silver,Athlete,germany,united states,1996
4950,bronze,Athlete,united states of america,united states,1996
4951,gold,Athlete,people's republic of china,united states,1996
4952,silver,Athlete,russian federation,united states,1996
4953,bronze,Athlete,canada,united states,1996
4954,gold,Athlete,russian federation,united states,1996
4955,silver,Athlete,germany,united states,1996
4956,bronze,Athlete,people's republic of china,united states,1996
4957,gold,Athlete,people's republic of china,united states,1996
4958,silver,Athlete,people's republic of china,united states,1996
4959,bronze,Athlete,united states of america,united states,1996
4960,gold,Athlete,united states of america,spain,1992
4961,silver,Athlete,canada,spain,1992
4962,bronze,Athlete,unified team,spain,1992
4963,gold,Athlete,republic of korea,spain,1992
4964,silver,Athlete,united states of america,spain,1992
4965,bronze,Athlete,islamic republic of iran,spain,1992
4966,gold,Athlete,germany,spain,1992
4967,silver,Athlete,turkey,spain,1992
4968,bronze,Athlete,unified team,spain,1992
4969,gold,Athlete,democratic people's republic of korea,spain,1992
4970,silver,Athlete,republic of korea,spain,1992
4971,bronze,Athlete,unified team,spain,1992
4972,gold,Athlete,united states of america,spain,1992
4973,silver,Athlete,islamic republic of iran,spain,1992
4974,bronze,Athlete,cuba,spain,1992
4975,gold,Athlete,democratic people's republic of korea,spain,1992
4976,silver,Athlete,united states of america,spain,1992
4977,bronze,Athlete,bulgaria,spain,1992
4978,gold,Athlete,norway,spain,1992
4979,silver,Athlete,unified team,spain,1992
4980,bronze,Athlete,republic of korea,spain,1992
4981,gold,Athlete,cuba,spain,1992
4982,silver,Athlete,unified team,spain,1992
4983,bronze,Athlete,democratic people's republic of korea,spain,1992
4984,gold,Athlete,unified team,spain,1992
4985,silver,Athlete,turkey,spain,1992
4986,bronze,Athlete,united states of america,spain,1992
4987,gold,Athlete,unified team,spain,1992
4988,silver,Athlete,poland,spain,1992
4989,bronze,Athlete,sweden,spain,1992
4990,gold,Athlete,turkey,spain,1992
4991,silver,Athlete,unified team,spain,1992
4992,bronze,Athlete,cuba,spain,1992
4993,gold,Athlete,united states of america,spain,1992
4994,silver,Athlete,unified team,spain,1992
4995,bronze,Athlete,islamic republic of iran,spain,1992
4996,gold,Athlete,cuba,spain,1992
4997,silver,Athlete,united states of america,spain,1992
4998,bronze,Athlete,unified team,spain,1992
4999,gold,Athlete,hungary,spain,1992
5000,silver,Athlete,poland,spain,1992
5001,bronze,Athlete,unified team,spain,1992
5002,gold,Athlete,unified team,spain,1992
5003,silver,Athlete,italy,spain,1992
5004,bronze,Athlete,cuba,spain,1992
5005,gold,Athlete,republic of korea,spain,1992
5006,silver,Athlete,germany,spain,1992
5007,bronze,Athlete,people's republic of china,spain,1992
5008,gold,Athlete,unified team,spain,1992
5009,silver,Athlete,sweden,spain,1992
5010,bronze,Athlete,romania,spain,1992
5011,gold,Athlete,hungary,spain,1992
5012,silver,Athlete,unified team,spain,1992
5013,bronze,Athlete,united states of america,spain,1992
5014,gold,Athlete,unified team,spain,1992
5015,silver,Athlete,bulgaria,spain,1992
5016,bronze,Athlete,japan,spain,1992
5017,gold,Athlete,unified team,spain,1992
5018,silver,Athlete,germany,spain,1992
5019,bronze,Athlete,turkey,spain,1992
5020,gold,Athlete,france,spain,1992
5021,silver,Athlete,republic of korea,spain,1992
5022,bronze,Athlete,great britain,spain,1992
5023,gold,Athlete,republic of korea,spain,1992
